Scala#2,1200,2000,{ (-1.72;1.2) ; (1.0;-1.2) },394127
Scala#1,1200,2000,{ (-0.7;0.0) ; (0.3;-1.0) },1179176
Scala#2,1200,2000,{ (-0.7;0.0) ; (0.3;-1.0) },1020780
Scala#1,1200,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },799629
Scala#2,1200,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },676734
Scala#1,1200,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },447936
Scala#2,1200,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },351378
Scala#1,1200,2000,{ (-0.24;-0.64) ; (-0.26;-0.66) },321437
Scala#2,1200,2000,{ (-0.24;-0.64) ; (-0.26;-0.66) },248721
Scala#1,1200,8000,{ (-1.72;1.2) ; (1.0;-1.2) },1999573
Scala#2,1200,8000,{ (-1.72;1.2) ; (1.0;-1.2) },1531880
Scala#1,1200,8000,{ (-0.7;0.0) ; (0.3;-1.0) },4578774
Scala#2,1200,8000,{ (-0.7;0.0) ; (0.3;-1.0) },4014910
Scala#1,1200,8000,{ (-0.4;-0.5) ; (0.1;-1.0) },3195860
Scala#2,1200,8000,{ (-0.4;-0.5) ; (0.1;-1.0) },2651806
Scala#1,1200,8000,{ (-0.4;-0.6) ; (-0.2;-0.8) },1700551
Scala#2,1200,8000,{ (-0.4;-0.6) ; (-0.2;-0.8) },1360603
Scala#1,1200,8000,{ (-0.24;-0.64) ; (-0.26;-0.66) },863960
Scala#2,1200,8000,{ (-0.24;-0.64) ; (-0.26;-0.66) },774971
Scala#1,2000,1,{ (-1.72;1.2) ; (1.0;-1.2) },17029
Scala#2,2000,1,{ (-1.72;1.2) ; (1.0;-1.2) },14931
Scala#1,2000,1,{ (-0.7;0.0) ; (0.3;-1.0) },19004
Scala#2,2000,1,{ (-0.7;0.0) ; (0.3;-1.0) },15427
Scala#1,2000,1,{ (-0.4;-0.5) ; (0.1;-1.0) },16872
Scala#2,2000,1,{ (-0.4;-0.5) ; (0.1;-1.0) },16739
Scala#1,2000,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },15573
Scala#2,2000,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },14915
